case_id,label,predictions_true,nr_prefixes
c_362185894,false,0.1867,8
c_36278501,true,0.9267,8
c_364299565,false,0.1800,8
c_364322589,false,0.4000,8
c_365485542,true,0.1133,8
c_366121400,false,0.0867,8
c_366370058,false,0.1067,8
c_36692111,false,0.3133,8
c_368219209,false,0.4533,8
c_370524880,true,0.1800,8
c_373875255,false,0.3933,8
c_375164420,false,0.2333,8
c_377692746,false,0.0933,8
c_380711094,false,0.1600,8
c_380969432,false,0.2000,8
c_381087716,false,0.5267,8
c_385045680,false,0.2667,8
c_38536393,false,0.1333,8
c_386587234,true,0.1267,8
c_386657742,false,0.3200,8
c_390522628,false,0.2667,8
c_391675176,true,0.6800,8
c_392275405,false,0.2333,8
c_392778706,false,0.1600,8
c_394037983,false,0.5333,8
c_394946724,false,0.2733,8
c_395018530,false,0.7533,8
c_397372842,false,0.3200,8
c_398065440,false,0.6067,8
c_399804336,true,0.9933,8
c_399934391,false,0.1600,8
c_403539418,false,0.2067,8
c_407010106,true,0.8533,8
c_408864407,false,0.4533,8
c_413226186,false,0.3333,8
c_413339779,false,0.2133,8
c_413655543,false,0.2067,8
c_41457718,false,0.2067,8
c_418355103,true,0.2600,8
c_421465179,true,0.8867,8
c_423439630,true,0.1867,8
c_424064154,true,0.7733,8
c_424977058,false,0.4200,8
c_428745471,true,0.2733,8
c_428955021,false,0.2533,8
c_429633044,true,0.8733,8
c_432430277,true,0.6133,8
c_432596360,true,0.2600,8
c_434354946,false,0.4133,8
c_434840997,true,0.1667,8
c_440426323,false,0.1011,8
c_444595223,false,0.1733,8
c_445609887,false,0.9000,8
c_447138954,false,0.3533,8
c_448145454,false,0.1267,8
c_450127919,false,0.1267,8
c_450199756,true,0.2200,8
c_451838490,true,0.7267,8
c_453847467,false,0.3333,8
c_454052907,false,0.0933,8
c_455972560,false,0.1667,8
c_460974455,false,0.2133,8
c_461222959,true,0.7867,8
c_461576889,false,0.2733,8
c_465329305,false,0.3800,8
c_465680144,false,0.0933,8
c_465715339,true,0.2333,8
c_466068830,true,0.8000,8
c_468762842,false,0.0733,8
c_470096249,false,0.2933,8
c_474487263,false,0.2133,8
c_474718991,false,0.0867,8
c_475062324,false,0.3600,8
c_478644845,true,0.6800,8
c_479645384,false,0.2600,8
c_481277636,false,0.3800,8
c_483982092,false,0.1267,8
c_48490086,false,0.1800,8
c_485368165,false,0.5200,8
c_489281993,true,0.5667,8
c_489460667,false,0.2200,8
c_489972645,false,0.3933,8
c_492258182,false,0.1467,8
c_492379324,false,0.4133,8
c_494716403,false,0.1467,8
c_495428388,false,0.1733,8
c_49717724,false,0.6600,8
c_497824769,false,0.2400,8
c_5006458,false,0.3600,8
c_501271301,false,0.1467,8
c_505138130,false,0.1467,8
c_507124292,false,0.4333,8
c_507216164,false,0.3800,8
c_507640161,false,0.4067,8
c_508615021,false,0.0400,8
c_508938604,false,0.2400,8
c_509076290,false,0.0867,8
c_509693034,false,0.3733,8
c_510096383,false,0.2667,8
c_511259546,false,0.3133,8
c_511350922,false,0.1933,8
c_512884075,false,0.2200,8
c_515224882,false,0.2600,8
c_516455825,true,0.3867,8
c_518047810,false,0.2400,8
c_518624776,false,0.2000,8
c_5188726,false,0.1533,8
c_519801050,false,0.1533,8
c_522446320,false,0.5300,8
c_525287846,false,0.2400,8
c_529398103,false,0.0600,8
c_532956567,false,0.1267,8
c_533079487,false,0.1667,8
c_535094497,false,0.4333,8
c_537005538,false,0.3133,8
c_538169581,false,0.3467,8
c_538869641,true,0.4400,8
c_539162249,false,0.3133,8
c_542632548,false,0.1733,8
c_542782205,true,0.7533,8
c_543513898,false,0.4200,8
c_546498807,false,0.1400,8
c_547720957,false,0.1267,8
c_548713916,true,0.9267,8
c_54901363,false,0.0933,8
c_549023518,false,0.1933,8
c_549264279,false,0.1267,8
c_549547786,true,0.6933,8
c_551444244,false,0.0600,8
c_55240812,false,0.3133,8
c_555781382,false,0.1333,8
c_558507947,false,0.2467,8
c_559239075,false,0.2667,8
c_559246751,true,0.9067,8
c_56106793,false,0.0800,8
c_561864163,true,0.6000,8
c_562703048,false,0.2667,8
c_565667109,false,0.2400,8
c_565743734,false,0.1867,8
c_5733741,true,0.7800,8
c_580391923,false,0.1533,8
c_580613034,false,0.5667,8
c_581105213,true,0.7667,8
c_583747115,false,0.2533,8
c_58375214,true,0.5067,8
c_584878848,false,0.4200,8
c_585298607,true,0.9133,8
c_585494318,false,0.2467,8
c_587119833,false,0.0800,8
c_587158528,false,0.4733,8
c_588444446,false,0.1333,8
c_588758280,false,0.3867,8
c_589186855,false,0.1200,8
c_589719704,true,0.7267,8
c_5904996,false,0.2600,8
c_591454326,false,0.7867,8
c_592481165,false,0.1400,8
c_594581112,false,0.6133,8
c_596049851,true,0.1333,8
c_597486380,true,0.3867,8
c_597580909,false,0.5333,8
c_598122150,false,0.0933,8
c_598141849,false,0.1667,8
c_600869793,false,0.1867,8
c_604537136,false,0.1733,8
c_608845327,false,0.1800,8
c_609139308,false,0.2000,8
c_609719509,false,0.2267,8
c_609842612,false,0.1867,8
c_610454003,false,0.2867,8
c_614368625,true,0.3333,8
c_614406430,false,0.2067,8
c_614810920,true,0.8467,8
c_614865485,false,0.1067,8
c_616416650,false,0.1800,8
c_616691734,true,0.1600,8
c_616910723,true,0.8733,8
c_61792329,false,0.4200,8
c_618149506,false,0.0067,8
c_620734845,true,0.2000,8
c_622068312,false,0.3933,8
c_624588306,false,0.3133,8
c_626476793,false,0.1800,8
c_626689908,true,0.7000,8
c_626884278,false,0.1933,8
c_629693731,false,0.1667,8
c_629867343,false,0.1267,8
c_632866158,true,0.7333,8
c_633371797,false,0.1067,8
c_633655173,true,0.9733,8
c_633961814,false,0.5067,8
c_634740343,false,0.1200,8
c_637297513,false,0.7200,8
c_637712751,false,0.2000,8
c_639400430,true,0.6733,8
c_63986078,false,0.2000,8
c_640754434,true,0.4533,8
c_642367414,false,0.4067,8
c_646819130,false,0.1400,8
c_646977549,false,0.1640,8
c_649919254,false,0.1333,8
c_650088661,true,0.2000,8
c_653567105,true,0.8667,8
c_65717423,false,0.2533,8
c_657531637,false,0.3067,8
c_66116892,false,0.3200,8
c_661194677,true,0.9333,8
c_661370338,false,0.3267,8
c_661982228,true,0.6000,8
c_662896680,true,0.8667,8
c_66451278,true,0.1400,8
c_66537879,false,0.2333,8
c_66692782,true,0.2467,8
c_668072382,false,0.1133,8
c_668695663,true,0.1200,8
c_671639584,false,0.2467,8
c_671953999,false,0.1800,8
c_674131289,true,0.1933,8
c_677442195,false,0.2800,8
c_679891172,false,0.3267,8
c_680438590,true,0.5400,8
c_680448181,true,0.2933,8
c_681547497,false,0.4400,8
c_68213815,false,0.2667,8
c_683270258,true,0.8667,8
c_684289625,false,0.0467,8
c_684359829,true,0.2333,8
c_685452919,false,0.1067,8
c_686829487,false,0.6600,8
c_690863786,false,0.5200,8
c_69370459,true,0.4200,8
c_695381096,true,0.0600,8
c_70563300,false,0.1867,8
c_705749409,false,0.1667,8
c_70606235,false,0.3933,8
c_706198046,true,0.2800,8
c_714768274,false,0.3467,8
c_717693758,false,0.3267,8
c_718602557,true,0.9733,8
c_722212350,false,0.2600,8
c_723389752,true,0.1067,8
c_728202734,false,0.1333,8
c_728981441,false,0.2867,8
c_735837174,true,0.6800,8
c_737324367,false,0.7200,8
c_738335164,false,0.2667,8
c_741297598,false,0.3667,8
c_743200153,false,0.1533,8
c_743499007,false,0.3467,8
c_743594726,true,0.5600,8
c_746403636,true,0.2133,8
c_746812609,false,0.1800,8
c_74879530,false,0.3400,8
c_749027963,false,0.7333,8
c_749923491,true,0.5800,8
c_753356368,true,0.7467,8
c_757682522,false,0.2400,8
c_760107630,true,0.7533,8
c_76077728,false,0.0667,8
c_761083149,true,0.3400,8
c_761503872,false,0.2400,8
c_763402942,false,0.1200,8
c_763847627,false,0.3600,8
c_765506387,false,0.3867,8
c_766473476,false,0.0333,8
c_767764149,true,0.1800,8
c_76843824,false,0.3400,8
c_768687683,true,0.2400,8
c_771960759,true,0.8067,8
c_772281578,false,0.2400,8
c_775396942,true,0.7667,8
c_775422920,true,0.3467,8
c_776250710,false,0.2467,8
c_777962826,true,0.7267,8
c_778555928,false,0.3449,8
c_78032372,false,0.2267,8
c_781847509,false,0.5667,8
c_784244379,true,0.8600,8
c_788699480,true,0.2933,8
c_789108617,false,0.3133,8
c_790167194,false,0.4200,8
c_790779450,false,0.5733,8
c_791089089,true,0.8933,8
c_793997351,false,0.4333,8
c_794504760,false,0.0267,8
c_795526115,false,0.4333,8
c_796205430,true,0.2067,8
c_797190984,true,0.0733,8
c_797468359,false,0.2467,8
c_797995929,true,0.4533,8
c_798879962,false,0.1133,8
c_800651640,true,0.2800,8
c_801388233,false,0.1267,8
c_802516061,false,0.1000,8
c_804372620,false,0.2400,8
c_804402629,true,0.5267,8
c_804571961,false,0.3533,8
c_804597145,false,0.1800,8
c_805828914,true,0.6733,8
c_808224273,false,0.4200,8
c_80880051,true,0.6600,8
c_810901066,true,0.6333,8
c_811679621,false,0.2067,8
c_818535320,true,0.9267,8
c_818544524,false,0.2133,8
c_818973933,false,0.1800,8
c_820509737,false,0.2000,8
c_82106546,false,0.1467,8
c_821402088,false,0.3733,8
c_823561619,true,0.1467,8
c_824575725,false,0.1933,8
c_824825338,false,0.3667,8
c_825284974,false,0.5467,8
c_827208491,false,0.2467,8
c_828739470,false,0.1533,8
c_82979191,false,0.3600,8
c_832770467,false,0.1667,8
c_835024653,false,0.1850,8
c_836856058,false,0.1867,8
c_837911105,true,0.7267,8
c_838485586,false,0.1600,8
c_844514474,false,0.2067,8
c_844931912,true,0.1267,8
c_851943059,false,0.1667,8
c_852082039,false,0.3267,8
c_852183469,true,0.3933,8
c_85502316,false,0.2600,8
c_855901489,false,0.1933,8
c_857664053,false,0.3667,8
c_858142548,false,0.1200,8
c_858239432,false,0.2867,8
c_858754330,false,0.3089,8
c_858789639,false,0.1800,8
c_859216500,false,0.5200,8
c_859428294,false,0.1867,8
c_861069239,false,0.4867,8
c_861775476,false,0.1667,8
c_862120289,false,0.3867,8
c_862284635,false,0.2133,8
c_863774773,false,0.1733,8
c_864162052,false,0.1467,8
c_86905976,false,0.8000,8
c_869335382,false,0.1200,8
c_874039168,false,0.1867,8
c_875614911,false,0.2067,8
c_876077850,true,0.3467,8
c_876355916,false,0.2133,8
c_876712087,true,0.7200,8
c_879553786,true,0.6800,8
c_880283627,false,0.2867,8
c_880598776,false,0.3000,8
c_88473878,false,0.2467,8
c_885012170,false,0.2067,8
c_885372391,true,0.6467,8
c_887681298,false,0.0467,8
c_888740551,false,0.3333,8
c_88952849,true,0.6933,8
c_890472683,false,0.1333,8
c_890963278,false,0.3333,8
c_891126700,false,0.1267,8
c_892251286,false,0.1400,8
c_892427793,false,0.1667,8
c_894374405,false,0.1467,8
c_897350750,false,0.4600,8
c_90041934,false,0.2800,8
c_900844990,false,0.4467,8
c_903799216,false,0.9200,8
c_903877048,false,0.2067,8
c_904093739,true,0.2067,8
c_905082437,true,0.8867,8
c_905349890,false,0.3333,8
c_907309048,true,0.3000,8
c_908012089,false,0.2333,8
c_908129971,false,0.3600,8
c_908763226,true,0.4467,8
c_910003252,true,0.5000,8
c_913122133,false,0.3133,8
c_914673270,false,0.3533,8
c_91523066,true,0.7667,8
c_917778219,false,0.1667,8
c_918963277,false,0.7533,8
c_918979468,false,0.2600,8
c_922011706,false,0.1933,8
c_923730558,true,0.2933,8
c_926052296,true,0.1467,8
c_927280713,true,0.8400,8
c_929368625,false,0.2867,8
c_92982126,false,0.4267,8
c_930816441,false,0.1667,8
c_931528070,true,0.3067,8
c_933464832,false,0.6000,8
c_933548333,false,0.1600,8
c_936141381,false,0.4333,8
c_936279128,false,0.4267,8
c_937423447,false,0.0733,8
c_93994529,true,0.8467,8
c_94127270,false,0.0533,8
c_941665501,false,0.4067,8
c_94215,false,0.3400,8
c_943827704,false,0.4067,8
c_944206598,false,0.3867,8
c_944654361,true,0.1200,8
c_946739824,false,0.2000,8
c_946851059,false,0.2067,8
c_947366120,false,0.2667,8
c_94902734,false,0.1133,8
c_951427056,false,0.0600,8
c_951477217,true,0.2133,8
c_952114406,true,0.2833,8
c_952227386,true,0.7933,8
c_952678589,true,0.4067,8
c_95311556,false,0.4867,8
c_95444242,true,0.3133,8
c_956166407,false,0.3533,8
c_957907246,false,0.6933,8
c_957957984,false,0.3067,8
c_962920598,false,0.3200,8
c_964109049,false,0.2200,8
c_964309178,false,0.2533,8
c_9650923,true,0.3133,8
c_965842748,true,0.1867,8
c_966891264,true,0.5733,8
c_973851961,false,0.2333,8
c_97480244,false,0.4000,8
c_976453500,true,0.1000,8
c_979814684,false,0.1467,8
c_981954059,false,0.2133,8
c_982813856,false,0.2067,8
c_983760603,true,0.2600,8
c_985184981,false,0.1000,8
c_98763482,false,0.1867,8
c_989429368,false,0.6200,8
c_989692273,false,0.3000,8
c_992198577,false,0.2733,8
c_993130220,true,0.2533,8
c_994357941,false,0.2467,8
c_99697167,false,0.2533,8
c_997592088,false,0.2800,8
c_998666405,false,0.6533,8
c_1002567868,true,0.9600,9
c_1002747267,true,0.1733,9
c_100886157,false,0.1800,9
c_1009170679,false,0.3600,9
c_1009850069,false,0.2533,9
c_1010390571,true,0.2933,9
c_1012862839,true,0.7600,9
c_1013192848,false,0.6000,9
c_1017053119,false,0.1667,9
c_1017644369,false,0.1333,9
c_1018249155,false,0.2733,9
c_1018266027,false,0.4000,9
c_1019849833,false,0.2733,9
c_102041449,false,0.1867,9
c_1022084723,true,0.3067,9
c_1023366085,true,0.4200,9
c_1024176807,false,0.3133,9
c_1025001096,true,0.1200,9
c_1025696634,false,0.3333,9
c_1030645475,false,0.1333,9
c_103087302,false,0.4333,9
c_103241719,false,0.1467,9
c_1034123285,true,0.9467,9
c_1036492833,false,0.2333,9
c_1037792917,false,0.2667,9
c_1038660996,false,0.2800,9
c_1039200421,true,0.5800,9
c_104045138,true,0.2400,9
c_1041474698,false,0.1133,9
c_1042553173,true,0.3467,9
c_1043190619,false,0.5200,9
c_1043782904,false,0.1133,9
c_1047194763,true,0.2400,9
c_1048060037,false,0.1000,9
c_1049619167,false,0.9200,9
c_1056684759,true,0.5733,9
c_1059867108,false,0.8067,9
c_1063519740,false,0.3267,9
c_1066046865,true,0.1333,9
c_1068144226,false,0.1467,9
c_107207908,false,0.2333,9
c_1072284879,false,0.2867,9
c_1074738376,false,0.3933,9
c_1077448995,true,0.9400,9
c_1077802585,false,0.6533,9
c_1079472664,true,0.9200,9
c_1079589,false,0.0933,9
c_107990461,false,0.3800,9
c_1081779435,false,0.2000,9
c_1084818261,false,0.3733,9
c_1086182019,false,0.2333,9
c_109019861,false,0.2867,9
c_1091000447,true,0.5000,9
c_1092918410,false,0.2667,9
c_1094370739,true,0.3333,9
c_1095638977,true,0.5200,9
c_1098309211,false,0.3133,9
c_1099430757,true,0.4067,9
c_1099663893,false,0.4067,9
c_109999371,true,0.6133,9
c_1101581774,false,0.6600,9
c_1102024188,false,0.1333,9
c_1102768033,true,0.1867,9
c_1104023817,false,0.3133,9
c_1104697616,false,0.2933,9
c_1105710144,true,0.1667,9
c_1107169322,false,0.2400,9
c_1109500523,false,0.5267,9
c_1111014911,false,0.5467,9
c_1111057678,true,0.3733,9
c_1111168705,true,0.4667,9
c_1112696012,true,0.3267,9
c_1116736783,false,0.4333,9
c_1118140052,true,0.4333,9
c_1119346613,false,0.2200,9
c_1120330039,false,0.1467,9
c_1120345453,false,0.1000,9
c_112225006,true,0.4200,9
c_1122739100,false,0.1400,9
c_1124052442,false,0.2000,9
c_1124681080,false,0.2733,9
c_1124966685,false,0.1533,9
c_1125350344,false,0.1267,9
c_1128308263,true,0.7200,9
c_1130105636,false,0.0533,9
c_1130289017,true,0.4200,9
c_1130845322,false,0.1867,9
c_1131149871,false,0.2267,9
c_1131195736,false,0.0733,9
c_1131588689,true,0.2533,9
c_1135553856,false,0.2000,9
c_1136188668,false,0.3800,9
c_1137251453,false,0.0867,9
c_1139089034,true,0.1133,9
c_1139528532,false,0.5000,9
c_1140019355,false,0.3933,9
c_1140236377,true,0.4400,9
c_1140953198,false,0.8867,9
c_1143978311,false,0.3400,9
c_1144411709,false,0.0600,9
c_1145050189,true,0.6400,9
c_1145290276,false,0.5933,9
c_114560083,false,0.1800,9
c_1145960664,false,0.1600,9
c_1151018525,false,0.2467,9
c_1151598575,false,0.1933,9
c_1152706558,true,0.3333,9
c_115875432,true,0.4200,9
c_1159647718,false,0.2067,9
c_1160345889,true,0.0667,9
c_1160716330,true,0.2867,9
c_1161266589,true,0.4733,9
c_1163193079,false,0.1333,9
c_1163291654,true,0.1133,9
c_1164113596,true,0.8067,9
c_1164895484,true,0.2400,9
c_1165924661,false,0.1467,9
c_1166032926,false,0.2667,9
c_1170931347,false,0.2800,9
c_1174968511,false,0.0933,9
c_1175093878,false,0.2800,9
c_1176095926,false,0.2733,9
c_1176372876,false,0.1800,9
c_117667027,true,0.7200,9
c_1178554291,true,0.4867,9
c_1179073626,false,0.3933,9
c_1180717049,false,0.6000,9
c_1181289999,false,0.3667,9
c_1183136852,false,0.3733,9
c_1183534481,false,0.2600,9
c_118364998,true,0.2000,9
c_1184507659,true,0.4000,9
c_1191532637,false,0.2600,9
c_1191648553,false,0.1667,9
c_1191708035,true,0.4067,9
c_1191734939,false,0.1867,9
c_1191906778,true,0.4333,9
c_1194598473,false,0.2133,9
c_1196891456,false,0.3333,9
c_1197487517,true,0.3200,9
c_1201267547,true,0.7933,9
c_1202415638,true,0.0600,9
c_1202702224,true,0.1600,9
c_1204431926,true,0.2867,9
c_1206779440,false,0.1000,9
c_1207519267,true,0.4600,9
c_1208202898,true,0.5867,9
c_1209671482,false,0.1267,9
c_1210140571,false,0.1333,9
c_1210876281,true,0.1933,9
c_1212433332,false,0.7400,9
c_1213009008,false,0.1333,9
c_1213499868,false,0.3000,9
c_1213737526,false,0.4200,9
c_1216887388,false,0.3467,9
c_121770332,false,0.0800,9
c_1219106800,false,0.0800,9
c_1219509855,false,0.3533,9
c_1220006118,true,0.2600,9
c_1222681139,false,0.3667,9
c_1223404910,false,0.1800,9
c_1225769256,true,0.4867,9
c_1226041324,false,0.7733,9
c_1226442731,true,0.1867,9
c_1226994121,false,0.1467,9
c_1228403719,false,0.2867,9
c_1228567666,false,0.6267,9
c_12315854,false,0.2467,9
c_12324686,false,0.1067,9
c_1237708187,true,0.3667,9
c_1240814574,false,0.1600,9
c_1241999769,true,0.5067,9
c_1242315969,true,0.7600,9
c_1243342863,false,0.2333,9
c_1243522820,true,0.0467,9
c_1245298665,true,0.4733,9
c_1248532589,true,0.4400,9
c_1248765312,false,0.3200,9
c_1253032803,true,0.9733,9
c_1254085728,true,0.8200,9
c_1254258895,true,0.2467,9
c_125718857,true,0.5133,9
c_1257836355,false,0.1800,9
c_1258641337,true,0.1933,9
c_125959990,false,0.3467,9
c_1261424268,false,0.1333,9
c_1264806747,true,0.0533,9
c_1266010499,false,0.5200,9
c_1268336526,true,0.6000,9
c_1270175388,true,0.5667,9
c_1271159721,false,0.1200,9
c_12716824,true,0.2600,9
c_1273686478,false,0.2933,9
c_1273899378,false,0.2400,9
c_1275152820,false,0.7467,9
c_1275708382,false,0.1800,9
c_1277202210,true,0.2667,9
c_1277464254,false,0.2200,9
c_1278282603,true,0.4733,9
c_1280565629,false,0.1867,9
c_1281884796,true,0.4667,9
c_128258840,false,0.4067,9
c_1283651073,false,0.0867,9
c_1283751278,true,0.6667,9
c_1286165737,false,0.2000,9
c_1286860918,true,0.2333,9
c_1286997267,false,0.1467,9
c_1289751033,false,0.4800,9
c_1291971664,false,0.2267,9
c_1292033349,false,0.1733,9
c_1292171120,false,0.2800,9
c_1292203372,false,0.4533,9
c_1293016027,true,0.2667,9
c_1294550702,true,0.3600,9
c_129565630,false,0.1800,9
c_1297722987,true,0.8000,9
c_1299856399,false,0.1800,9
c_1300773256,false,0.1000,9
c_1300909718,false,0.5467,9
c_1302175045,false,0.1800,9
c_1304842887,false,0.0933,9
c_1305064148,false,0.2533,9
c_1306993673,false,0.2333,9
c_1309271875,false,0.5133,9
c_1310964975,false,0.2467,9
c_131097851,false,0.6600,9
c_131244628,false,0.1267,9
c_1312537655,false,0.0867,9
c_1312933469,false,0.9667,9
c_1314683306,true,0.3267,9
c_1314823602,true,0.2333,9
c_1317536471,true,0.6000,9
c_1323041202,true,0.4667,9
c_1323867616,false,0.1400,9
c_1324680297,false,0.1000,9
c_1325117141,true,0.2600,9
c_1325302224,false,0.0667,9
c_1326172373,false,0.2267,9
c_1326570106,true,0.3000,9
c_1326874644,false,0.1800,9
c_1329577059,true,0.5133,9
c_1329630120,true,0.5333,9
c_1331678337,true,0.6533,9
c_1333312143,false,0.2333,9
c_1335070161,false,0.5933,9
c_1337091667,true,0.4533,9
c_1339399261,false,0.3467,9
c_1340459622,false,0.2200,9
c_1342529425,false,0.3467,9
c_1343390609,true,0.7400,9
c_1343499545,false,0.1667,9
c_1344840884,true,0.7400,9
c_1346612073,false,0.5533,9
c_1347888391,false,0.2667,9
c_1347988922,false,0.2067,9
c_13495839,false,0.2667,9
c_1353492880,true,0.4333,9
c_1353848792,false,0.0800,9
c_1356472998,false,0.1267,9
c_1357696952,false,0.1467,9
c_1359639481,false,0.4467,9
c_1359982228,true,0.4200,9
c_1360556476,true,0.3333,9
c_1361510669,true,0.8400,9
c_1362590392,false,0.4600,9
c_1364190015,false,0.2867,9
c_1364469216,true,0.5467,9
c_1365437313,true,0.1467,9
c_136665186,true,0.4200,9
c_1368079884,false,0.1333,9
c_1369206272,true,0.6467,9
c_136943471,false,0.1733,9
c_1370945476,false,0.2200,9
c_1371434911,true,0.8533,9
c_1372277105,true,0.6467,9
c_1372339201,false,0.4400,9
c_1374324644,false,0.3333,9
c_1375303300,false,0.3800,9
c_1376887477,true,0.2400,9
c_1378219675,true,0.4733,9
c_1380537001,false,0.0867,9
c_1381887838,true,0.2200,9
c_138336932,false,0.2733,9
c_1386564931,true,0.6800,9
c_1386933499,false,0.1200,9
c_1388031954,false,0.1067,9
c_1388588699,false,0.0733,9
c_1389114601,false,0.4800,9
c_1389412266,false,0.2733,9
c_138984809,true,0.1667,9
c_139023923,true,0.1333,9
c_1390442348,false,0.2933,9
c_1390985286,false,0.5733,9
c_1391267361,false,0.2800,9
c_1391641676,true,0.0800,9
c_1391906687,false,0.4067,9
c_139196339,false,0.2667,9
c_13944300,false,0.2600,9
c_1395028182,false,0.2867,9
c_1395429395,true,0.0467,9
c_1395990857,false,0.4467,9
c_1397721881,false,0.4333,9
c_1398777870,true,0.7600,9
c_1399403690,false,0.0733,9
c_1400832878,false,0.1267,9
c_1403714641,false,0.3000,9
c_1403951768,false,0.2333,9
c_140463362,false,0.2733,9
c_1405620680,false,0.5733,9
c_1406835873,true,0.5200,9
c_1410285531,true,0.1800,9
c_1410406047,true,0.3200,9
c_1411706021,true,0.3333,9
c_1411774040,false,0.4067,9
c_1413647211,false,0.3133,9
c_1417474847,false,0.0933,9
c_1417928243,true,0.2533,9
c_1418293533,false,0.0400,9
c_1419458810,true,0.3467,9
c_1419488876,false,0.3333,9
c_1423878486,false,0.1467,9
c_1425136490,false,0.6400,9
c_1426260594,false,0.4400,9
c_1429834706,false,0.5600,9
c_1434518975,true,0.7400,9
c_1435504879,false,0.3467,9
c_143630403,true,0.3600,9
c_1436502383,true,0.5000,9
c_1437497198,false,0.1800,9
c_1437774690,false,0.0800,9
c_1439034221,true,0.9200,9
c_1440531646,false,0.1533,9
c_1442369492,false,0.3067,9
c_1444191625,false,0.3267,9
c_1444888275,true,0.1600,9
c_1445301194,false,0.3533,9
c_144815637,false,0.3000,9
c_1449487653,true,0.7800,9
c_1449518436,true,0.6533,9
c_144959075,false,0.2200,9
c_1450689239,false,0.1667,9
c_1452318915,false,0.2200,9
c_1452593339,false,0.1933,9
c_1453309038,false,0.1533,9
c_1453589065,false,0.7267,9
c_1454026823,false,0.1733,9
c_1454329645,true,0.4133,9
c_1456223716,true,0.4533,9
c_1458277433,false,0.1200,9
c_1459684566,true,0.1933,9
c_1460504921,true,0.5933,9
c_1464437874,true,0.2533,9
c_1464780823,false,0.3000,9
c_1465486025,false,0.4867,9
c_146650261,false,0.1400,9
c_1467101602,false,0.4867,9
c_146904914,false,0.5467,9
c_1469289455,false,0.0733,9
c_1469334320,false,0.0400,9
c_147056337,false,0.2400,9
c_1470819740,true,0.9467,9
c_1471430106,true,0.2267,9
c_1472969785,false,0.1400,9
c_1473563456,true,0.0867,9
c_1475545655,true,0.6533,9
c_1479317863,true,0.2267,9
c_1482415464,false,0.3600,9
c_1483800027,false,0.0800,9
c_1483928070,true,0.9267,9
c_1485877917,false,0.1067,9
c_1489510821,true,0.7333,9
c_1489581984,false,0.1800,9
c_1489786126,true,0.9000,9
c_1494056730,true,0.8667,9
c_1494414449,false,0.1667,9
c_1495187612,false,0.2133,9
c_1495262961,false,0.1867,9
c_1495588845,false,0.0733,9
c_1495927013,true,0.5933,9
c_1497050490,true,0.7067,9
c_1498483020,false,0.2267,9
c_1500082122,true,0.1800,9
c_1503054725,false,0.3467,9
c_1503936617,false,0.2200,9
c_1505801050,false,0.2000,9
c_1506673860,false,0.3267,9
c_1509198590,false,0.3067,9
c_150955778,true,0.6667,9
c_1509724255,true,0.3267,9
c_1509740627,false,0.6867,9
c_1511779865,true,0.1800,9
c_1512229591,false,0.2000,9
c_1512607613,true,0.1133,9
c_1517065409,true,0.8533,9
c_151760649,false,0.3706,9
c_1517703496,true,0.2600,9
c_1518842217,true,0.5867,9
c_1523593634,true,0.4400,9
c_1523986735,true,0.4000,9
c_152784845,false,0.4200,9
c_1528403015,false,0.4267,9
c_1529928107,false,0.0800,9
c_1530321110,false,0.1400,9
c_1531372937,true,0.2867,9
c_1533701290,false,0.0800,9
c_1534175598,false,0.1467,9
c_1538422690,true,0.2067,9
c_1540923403,false,0.3200,9
c_154179391,true,0.6333,9
c_1541826188,false,0.1933,9
c_1546375758,true,0.3000,9
c_1548060693,true,0.3400,9
c_1548314268,true,0.6067,9
c_1549644894,false,0.2267,9
c_1550148814,true,0.4067,9
c_1550626027,true,0.4000,9
c_1550854529,false,0.3733,9
c_1553960104,false,0.1733,9
c_1555010506,true,0.2067,9
c_1557296300,true,0.4933,9
c_155736295,true,0.1733,9
c_1557471536,true,0.7200,9
c_156118453,false,0.5400,9
c_1562170126,true,0.4467,9
c_1562493713,true,0.3667,9
c_156618714,false,0.1133,9
c_1568090978,true,0.5000,9
c_1571475247,true,0.4533,9
c_1571707441,false,0.2800,9
c_1572708761,false,0.2533,9
c_1573876833,false,0.1133,9
c_1574960885,false,0.4200,9
c_1575570277,true,0.5600,9
c_1576819977,true,0.5667,9
c_1578090032,false,0.1533,9
c_1579516377,false,0.0333,9
c_1581096487,false,0.3200,9
c_1581655140,true,0.4800,9
c_1582743424,false,0.4800,9
c_1583345011,false,0.2400,9
c_158534171,true,0.7067,9
c_1589000981,false,0.4000,9
c_1589590132,true,0.6467,9
c_1589624760,true,0.4733,9
c_1589946896,true,0.8267,9
c_1590453625,true,0.1200,9
c_1590791050,false,0.1533,9
c_1596032771,true,0.8600,9
c_1596066079,false,0.1267,9
c_1598268086,true,0.4533,9
c_159963009,false,0.4200,9
c_1602281715,false,0.0667,9
c_1603703311,false,0.2600,9
c_1604619511,false,0.0667,9
c_1605593231,true,0.4733,9
c_1607821509,true,0.7400,9
c_1609910072,true,0.5000,9
c_1612452340,false,0.1133,9
c_1612557107,false,0.1000,9
c_1613334429,false,0.2600,9
c_1613424845,true,0.3400,9
c_1613537882,false,0.3400,9
c_1614968186,false,0.2000,9
c_1618821415,false,0.2400,9
c_1619420792,false,0.2800,9
